age_first_funding_year,age_last_funding_year,relationships,funding_rounds,funding_total_usd,milestones,age_first_milestone_year,age_last_milestone_year,avg_participants,is_top500
0.460509009,0.554719237,0.035087719,0.111111111,0.00175246,0.125,0.570724853,0.416132544,0.1,1
0.305915812,0.325484366,0.175438596,0.111111111,0.001717372,0.5,0.38457282,0.211855596,0.233333333,1
0.504781449,0.52364224,0.01754386,0.222222222,0.025963033,0,,,0.166666667,1
0.315565969,0.412164499,0.192982456,0.222222222,0.003875271,0.5,0.378509219,0.262875826,0.111113333,1
0.345582936,0.345582936,0.070175439,0.111111111,0.001313862,0,,,0.066666667,1
0.412697746,0.412697746,0.01754386,0,0.000699826,0,,,0.133333333,1
0.31804476,0.31804476,0.122807018,0,0.000699826,0.5,0.417361562,0.252325227,0,0
0.258366325,0.312557162,0.192982456,0.111111111,0.000647194,0.375,0.329714733,0.194111408,0.133333333,0
0.450328836,0.450328836,0.140350877,0,0.001852667,0.125,0.449303561,0.250984524,0,0
0.436868385,0.436868385,0.105263158,0,0.002278776,0.125,0.538499748,0.372302404,0.2,1
0.292368102,0.314680456,0.105263158,0.111111111,0.000112105,0.25,0.364688533,0.16006525,0,1
0.292898117,0.292898117,0.052631579,0,2.46E-06,0,,,0,0
0.349389998,0.349389998,0.087719298,0,0.000655966,0.25,0.364688533,0.243885449,0,1
0.338586087,0.338586087,0.087719298,0,0.000699826,0.375,0.425046584,0.256928425,0.2,1
0.330176941,0.340799871,0.052631579,0.111111111,0.000822633,0.5,0.366873591,0.324446654,0.033333333,1
0.378695968,0.417833077,0.070175439,0.111111111,0.001313862,0.375,0.467705406,0.392153911,0.033333333,1
0.286967763,0.321942312,0.263157895,0.111111111,0.000612106,0.5,0.433508859,0.429368049,0.3,1
0.418983599,0.592970833,0.175438596,0.111111111,0.004296324,0.125,0.641377642,0.512229103,0.066666667,1
0.329113679,0.413140503,0.245614035,0.222222222,0.002494566,0.375,0.428078384,0.248488646,0.133333333,1
0.292368102,0.3462907,0.035087719,0.111111111,0.000226141,0.125,0.365676828,0.137241792,0,1
0.305295306,0.413848267,0.263157895,0.333333333,0.02140162,0.125,0.44189907,0.240913498,0.1,1
0.403222106,0.429874768,0.228070175,0.111111111,0.00491036,0.25,0.519251161,0.360698146,0.066666667,1
0.535948938,0.535948938,0.105263158,0,0.002629654,0.125,0.544988007,0.381127241,0.333333333,1
0.375244405,0.401893835,0.122807018,0.111111111,0.001927898,0.125,0.57432029,0.421022785,0.033333333,1
0.311138402,0.345847944,0.052631579,0.111111111,0.000147193,0,,,0,1
0.465469823,0.622276804,0.035087719,0.333333333,0.014211693,0.125,0.570724853,0.416132544,0.311113333,1
0.319195282,0.359482912,0.070175439,0.111111111,0.009647212,0.125,0.390494868,0.170997406,0.066666667,1
0.386665589,0.451388866,0.105263158,0.111111111,0.002805093,0.625,0.416231714,0.573799931,0,1
0.43084754,0.43084754,0.122807018,0,6.82E-05,0.25,0.426879047,0.328955337,0.133333333,1
0.335312273,0.521163448,0.438596491,0.777777778,0.022748492,0.375,0.49012992,0.381127241,0.133333333,1
0.379051466,0.499733376,0.192982456,0.222222222,0.004120885,0.25,0.437809486,0.389181961,0.17778,1
0.313972691,0.354612588,0.035087719,0.111111111,0.001892811,0.125,0.364688533,0.135897588,0.066666667,1
0.351513291,0.399948291,0.280701754,0.111111111,0.002998076,0.5,0.448950966,0.402897039,0.1,1
0.300337723,0.300337723,0.157894737,0,0.000524387,0.25,0.393457179,0.194111408,0,1
0.286967763,0.357624626,0.157894737,0.111111111,0.000875265,0,,,0.1,1
0.305915812,0.321056799,0.052631579,0.111111111,0.000568247,0.375,0.366873591,0.201112469,0,1
0.307509089,0.307509089,0.087719298,0,0.000655966,0.375,0.393104584,0.194688995,0.533333333,1
0.351603781,0.351603781,0.070175439,0,0.000119123,0.125,0.409673966,0.197083358,0.133333333,1
0.423853923,0.423853923,0.035087719,0,0.000664738,0.375,0.452687956,0.318978825,0.066666667,1
0.480698069,0.541704775,0.192982456,0.111111111,0.004384044,0.125,0.622268034,0.486237665,0.233333333,1
0.363112224,0.363112224,0.561403509,0,0.001577021,0,,,0.2,1
0.254116506,0.254116506,0.01754386,0,0.000348948,0.125,0.386052688,0.164955491,0,0
0.425889957,0.491146481,0.175438596,0.111111111,0.000382632,0.375,0.508040191,0.34976599,0.133333333,0
0.403577604,0.403577604,0.105263158,0,0.001050704,0.25,0.467705406,0.336050912,0.066666667,1
0.534442918,0.546840107,0.105263158,0.111111111,0.003155971,0.125,0.544988007,0.381127241,0.2,1
0.313885433,0.530723115,0.105263158,0.555555556,0.00650317,0.125,0.425751773,0.218951171,0.186666667,1
0.321942312,0.359305163,0.157894737,0.111111111,0.003682288,0.125,0.416231714,0.206002709,0.1,1
0.319373031,0.537542215,0.614035088,0.333333333,0.005787555,0.625,0.66295284,0.611490141,0.1,1
0.357004121,0.423146158,0.070175439,0.222222222,0.004699834,0.125,0.519179098,0.346023923,0.133333333,1
0.392599176,0.51000404,0.052631579,0.222222222,0.002577023,0.25,0.467705406,0.371630302,0,0
0.300515472,0.434745092,0.473684211,0.444444444,0.008506859,0.375,0.450008751,0.373646607,0.1,1
0.423146158,0.593058092,0.035087719,0.444444444,0.003316423,0.125,0.519179098,0.346023923,0.133333333,1
0.301575503,0.301575503,0.035087719,0,0.000208597,0.25,0.364688533,0.145870599,0.2,1
0.32742991,0.548876141,0.175438596,0.555555556,0.002686606,0.375,0.44189907,0.395990493,0.1,1
0.367274784,0.429254262,0.035087719,0.111111111,0.001857723,0.125,0.356087279,0.124198816,0.133333333,1
0.334426759,0.372145108,0.052631579,0.111111111,0.00031386,0.25,0.364688533,0.22230818,0.266666667,1
0.30334653,0.30334653,0.157894737,0,0.000208597,0.375,0.378720261,0.195935184,0.266666667,1
0.335221782,0.382328513,0.087719298,0.222222222,0.000354366,0.25,0.407772013,0.24561121,0.133333333,1
0.443157469,0.583142926,0.210526316,0.444444444,0.001875267,0.125,0.592161071,0.445288461,0.1,1
0.444482508,0.444482508,0.298245614,0,0.000163029,0.25,0.441615965,0.376138985,0,1
0.292368102,0.447581805,0.456140351,0.333333333,0.005787555,0.625,0.460442468,0.402511981,0.133333333,1
0.315478711,0.315478711,0.035087719,0,8.58E-05,0.25,0.38393712,0.206293253,0,1
0.292280844,0.454135897,0.403508772,0.333333333,0.003348954,0.75,0.492103936,0.393977688,0.1,1
0.51009453,0.560210067,0.087719298,0.111111111,0.001577021,0.125,0.538499748,0.372302404,0,0
0.276341601,0.31273168,0.140350877,0.111111111,0.000442808,0.25,0.379847535,0.241298557,0.266666667,1
0.443244728,0.587037247,0.578947368,0.222222222,0.006489311,0.5,0.615710285,0.584059985,0.02222,1
0.37055183,0.392243678,0.052631579,0.111111111,0.000227895,0.5,0.360529458,0.274865142,0,0
0.316538741,0.316538741,0.210526316,0,0.000875265,0.625,0.468904743,0.427257229,0.133333333,1
0.308659611,0.400833805,0.157894737,0.444444444,0.002524391,0.625,0.452757446,0.388894918,0.32,1
0.292368102,0.292368102,0.035087719,0,0.000261229,0.125,0.373150808,0.147407332,0.333333333,1
0.643971883,0.643971883,0.052631579,0,0.000173509,0.125,0.763573613,0.678430782,0.066666667,1
0.304322534,0.304322534,0.052631579,0,0.001226143,0,,,0,1
0.383656783,0.383656783,0.01754386,0,0.003506849,0.25,0.364688533,0.234679054,0,0
0.300072716,0.414026016,0.175438596,0.333333333,0.005787555,0.375,0.42695111,0.271700663,0.2,1
0.295024642,0.43217581,0.210526316,0.666666667,0.015550931,0.625,0.458962599,0.332312345,0.144446667,1
0.41340551,0.452894886,0.175438596,0.111111111,0.012103357,0.25,0.485193593,0.305267248,0.166666667,1
0.370904096,0.583407934,0.175438596,0.555555556,0.011336689,0.375,0.58546177,0.486430194,0.17778,1
0.37055183,0.37055183,0.087719298,0,0.001226143,0.5,0.429136169,0.429847622,0.066666667,1
0.526741537,0.5905793,0.01754386,0.222222222,0.009120895,0.125,0.519179098,0.346023923,0.111113333,1
0.475562737,0.567116426,0.070175439,0.222222222,0.000243685,0.25,0.538499748,0.419202509,0,0
0.402071584,0.45625919,0.052631579,0.111111111,0.002055197,0.25,0.511988223,0.441640909,0.066666667,1
0.292368102,0.292368102,0.01754386,0,0.007892822,0,,,0.066666667,0
0.335664539,0.442801971,0,0.444444444,0.001266266,0.25,0.399662333,0.184040382,0.066666667,1
0.349832754,0.369488568,0.649122807,0.111111111,0.013331429,0.375,0.424199841,0.297975643,0.2,1
0.295111901,0.34363416,0.087719298,0.111111111,0.000998072,0.375,0.419124535,0.275918802,0.2,1
0.375864911,0.421727398,0.087719298,0.111111111,0.000857721,0.375,0.416936904,0.297496071,0,1
0.276163852,0.276163852,0.01754386,0,2.44E-05,0,,,0,0
0.48468288,0.48468288,0.01754386,0,0.003770007,0,,,0.2,1
0.445810778,0.461394522,0.175438596,0.111111111,0.005261238,0.375,0.515372618,0.407405722,0,0
0.548255635,0.644766906,0.070175439,0.222222222,0.002317875,0,,,0.133333333,1
0.372057849,0.448557809,0.070175439,0.111111111,0.000875265,0.75,0.379778045,0.332501374,0,0
0.350540519,0.350540519,0.140350877,0,0.000191053,0.125,0.413977166,0.202936245,0.466666667,1
0.409155692,0.433769088,0.01754386,0.111111111,0.00206825,0.25,0.364688533,0.413062579,0.233333333,1
0.458030217,0.615460936,0.157894737,0.333333333,0.007033171,0.125,0.544988007,0.381127241,0.25,1
0.420754626,0.623605074,0.140350877,0.333333333,0.010348967,0.125,0.44189907,0.240913498,0.333333333,1
0.352932051,0.501682152,0.070175439,0.444444444,0.003706652,0,,,0.066666667,1
0.291660338,0.358067383,0.192982456,0.333333333,0.00324369,0.375,0.424271905,0.24666837,0.083333333,1
0.293431365,0.363645471,0.210526316,0.222222222,0.001256845,0.75,0.480892966,0.377864747,0.111113333,1
0.295024642,0.295024642,0.035087719,0,2.46E-06,0,,,0,0
0.465114325,0.525943282,0.035087719,0.333333333,0.002286671,0,,,0.066666667,1
0.352398804,0.441118203,0.263157895,0.333333333,0.002594566,0.375,0.465520348,0.360985189,0.083333333,1
0.379494223,0.379494223,0.087719298,0,0.000226141,0.25,0.447540587,0.276013316,0,0
0.428811505,0.428811505,0.105263158,0,0.002805093,0.125,0.44189907,0.240913498,0.133333333,1
0.319463521,0.337791064,0.070175439,0.111111111,0.003296322,0.125,0.406783718,0.193152263,0.1,1
0.330086451,0.443157469,0.01754386,0.222222222,0.002728705,0,,,0.166666667,1
0.325216127,0.523551749,0.175438596,0.333333333,0.002291934,0.25,0.511283033,0.422174459,0.2,1
0.415532035,0.459713986,0.035087719,0.111111111,0.002980532,0.25,0.409746029,0.261531622,0.133333333,1
0.330619698,0.336905551,0.122807018,0.111111111,0.000331404,0.25,0.398887654,0.24475008,0.1,1
0.298033449,0.424826695,0.140350877,0.333333333,0.00175246,0.375,0.383584525,0.312649866,0.016666667,1
0.33159247,0.389587137,0.070175439,0.111111111,0.001226143,0,,,0.066666667,0
0.292988608,0.371081845,0.263157895,0.222222222,0.001743688,0.375,0.385136457,0.289154307,0.088886667,1
0.43766664,0.43766664,0.070175439,0,0.00175246,0,,,0.133333333,1
0.316894239,0.371615093,0.052631579,0.111111111,4.19E-05,0.25,0.420393362,0.237461975,0.033333333,1
0.540997011,0.745883494,0.052631579,0.222222222,0.00423492,0.25,0.686504627,0.627123509,0.088886667,1
0.367804799,0.517530904,0.192982456,0.222222222,0.011963006,0.375,0.467705406,0.426490613,0.2,1
0.359217904,0.359217904,0.105263158,0,0.001138423,0.375,0.431110185,0.288769249,0.133333333,1
0.292368102,0.292368102,0.368421053,0,0.000993686,0.25,0.318292721,0.13254058,0.2,1
0.458207966,0.458207966,0.105263158,0,0.000348948,0.25,0.446058145,0.433873232,0.066666667,0
0.416769815,0.448557809,0.315789474,0.222222222,0.001647196,0.375,0.49245653,0.389948577,0.033333333,1
0.387195605,0.471222429,0.105263158,0.111111111,0.001682284,0.25,0.465520348,0.352835955,0.133333333,1
0.34363416,0.395165226,0.01754386,0.222222222,0.00423492,0,,,0.066666667,1
0.413761008,0.413761008,0.01754386,0,0.004822641,0,,,0.4,1
0.313529935,0.313529935,0.052631579,0,0.000155965,0,,,0,1
0.26438717,0.490260968,0.087719298,0.333333333,0.001998074,0.125,0.493442252,0.311018619,0.133333333,1
0.31538822,0.429076513,0.140350877,0.222222222,0.001384038,0.25,0.433367306,0.242926303,0.066666667,0
0.284663489,0.319815787,0.052631579,0.333333333,8.54E-06,0.125,0.387887726,0.167451369,0,1
0.298653955,0.317692494,0.228070175,0.333333333,0.000409474,0.375,0.395855853,0.219336229,0.316666667,1
0.481228084,0.51682314,0.105263158,0.111111111,0.002278776,0.25,0.517063529,0.359259428,0.066666667,1
0.316273734,0.329291428,0.263157895,0.111111111,0.002752461,0.125,0.379636493,0.156228669,0.133333333,1
0.291747596,0.321321807,0.070175439,0.111111111,1.07E-05,0.125,0.3920468,0.173108226,0,0
0.329908702,0.42695322,0.333333333,0.333333333,0.005787555,0.5,0.44189907,0.448162397,0.02222,1
0.321942312,0.345227438,0.122807018,0.111111111,8.58E-05,0.25,0.489566283,0.349093888,0.066666667,0
0.300337723,0.375066656,0.192982456,0.222222222,0.002243689,0.25,0.416231714,0.303156428,0.033333333,1
0.320523552,0.320523552,0.01754386,0,3.33E-06,0,,,0,0
0.356648622,0.426597722,0.175438596,0.222222222,0.004208605,0.5,0.439289354,0.319937971,0.155553333,1
0.32742991,0.393659207,0.280701754,0.111111111,0.000734914,0.25,0.516994039,0.413636666,0.033333333,1
0.330086451,0.330086451,0.333333333,0,0.000524387,0.5,0.414257698,0.276398374,0.066666667,1
0.302638765,0.314328189,0.280701754,0.111111111,0.002006846,0.375,0.385136457,0.235736214,0.5,1
0.531608629,0.531608629,0.263157895,0,0.001541933,0.375,0.555141192,0.55155056,0.266666667,1
0.473171205,0.473171205,0.052631579,0,0.004559482,0,,,0.066666667,1
0.4162398,0.4162398,0.052631579,0,0.002629654,0.125,0.461219721,0.26719198,0.066666667,1
0.308659611,0.392508685,0.175438596,0.222222222,0.001278774,0.375,0.422297889,0.267384509,0.066666667,1
0.300515472,0.316364224,0.385964912,0.111111111,0.000699826,0.5,0.472994328,0.358107753,0.133333333,1
0.422612911,0.422612911,0.087719298,0,0.002191057,0.125,0.44196856,0.241008013,0.133333333,1
0.337878323,0.353992082,0.087719298,0.111111111,0.000386141,0.25,0.360529458,0.200251338,0.133333333,1
0.316538741,0.38126525,0.087719298,0.111111111,0.000612106,0.25,0.405445402,0.29452412,0.133333333,1
0.338233821,0.339119334,0.087719298,0.111111111,0.000173509,0.125,0.407488907,0.194111408,0.166666667,0
0.324686111,0.37993698,0.01754386,0.111111111,0.002103337,0,,,0,0
0.303081522,0.329999192,0.280701754,0.111111111,0.001401582,0.5,0.418208304,0.463221678,0.2,1
0.321144058,0.321144058,0.263157895,0,0.000699826,0.25,0.398887654,0.224320985,0.133333333,1
0.391180415,0.454313646,0.035087719,0.333333333,0.015682311,0,,,0.22222,1
0.294937384,0.294937384,0.140350877,0,0.000305088,0.25,0.377592987,0.184138397,0.266666667,1
0.323800598,0.510624546,1,0.333333333,0.007892822,1,0.499719468,0.456315132,0.244446667,1
0.55161994,0.776252727,0.070175439,0.666666667,0.028465516,0.125,0.467705406,0.276013316,0.383333333,1
0.535771188,0.535771188,0.035087719,0,0.005261238,0.125,0.640952984,0.511651515,0.266666667,1
0.467683607,0.467683607,0,0,0.001524389,0,,,0.066666667,1
0.495926315,0.495926315,0.157894737,0,0.002629654,0.125,0.519179098,0.346023923,0.133333333,1
0.316629232,0.389764886,0.052631579,0.222222222,0.009471773,0,,,0.111113333,1
0.302994264,0.360016159,0.070175439,0.222222222,2.83E-05,0.25,0.398887654,0.232281191,0,0
0.547282863,0.637065525,0.035087719,0.222222222,0.007489313,0.125,0.375335866,0.150379282,0.17778,1
0.487426679,0.487426679,0.333333333,0,0.001401582,0.5,0.634819894,0.577443983,0,1
0.429344752,0.504868708,0.175438596,0.111111111,0.005348958,0.125,0.544915943,0.381029226,0.233333333,1
0.658666882,0.658666882,0.052631579,0,0.001298073,0,,,0.133333333,1
0.286525006,0.373738386,0.122807018,0.111111111,0.001103335,0.125,0.485404635,0.300086463,0.066666667,1
0.321942312,0.382060273,0.105263158,0.111111111,0.00166474,0.25,0.44196856,0.263547928,0.1,1
0.319195282,0.380201988,0.298245614,0.111111111,0.000875265,0.25,0.473982622,0.303636001,0,1
0.363910479,0.41473378,0.140350877,0.111111111,0.000762107,0.375,0.469893038,0.468398962,0.033333333,0
0.469364143,0.469364143,0.087719298,0,0.005261238,0,,,0.333333333,1
0.29139533,0.29139533,0.052631579,0,6.04E-05,0.125,0.368214481,0.140693315,0,0
0.292368102,0.52204573,0.157894737,0.222222222,0.010348967,0.375,0.519251161,0.517598916,0.066666667,1
0.431823544,0.480785328,0.01754386,0.111111111,0.002805093,0,,,0.133333333,1
0.292368102,0.368247556,0.122807018,0.222222222,0.003943166,0.25,0.364688533,0.316580962,0.088886667,1
0.422612911,0.424383938,0.052631579,0.111111111,0.000394117,0,,,0,0
0.295111901,0.333450755,0.087719298,0.222222222,0.002191057,0,,,0.088886667,1
